"Town","FIPS","Year","Allegation Type","Report Status","Measure Type","Variable","Value","Region","Category"
"Warren",900579510,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Warren",900579510,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Warren",900579510,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Warren",900579510,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Warren",900579510,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Warren",900579510,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Warren",900579510,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Warren",900579510,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Warren",900579510,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Warren",900579510,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Warren",900579510,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Warren",900579510,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Warren",900579510,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Warren",900579510,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Warren",900579510,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",18,"Western Region","Neglect"
"Warren",900579510,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Warren",900579510,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Warren",900579510,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Warren",900579510,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Warren",900579510,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Washington",900579720,2017,"All","Alleged","Number","Child Abuse and Neglect",23,"Western Region","All"
"Washington",900579720,2017,"All","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","All"
"Washington",900579720,2017,"All","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","All"
"Washington",900579720,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Washington",900579720,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Washington",900579720,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Washington",900579720,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Washington",900579720,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Washington",900579720,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Washington",900579720,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Washington",900579720,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Washington",900579720,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Washington",900579720,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Washington",900579720,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Washington",900579720,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Washington",900579720,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Washington",900579720,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Washington",900579720,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Washington",900579720,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Washington",900579720,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Washington",900579720,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Washington",900579720,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Washington",900579720,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Washington",900579720,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Washington",900579720,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Washington",900579720,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Washington",900579720,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Waterbury",900980070,2017,"All","Alleged","Number","Child Abuse and Neglect",5308,"Western Region","All"
"Waterbury",900980070,2017,"All","Substantiated","Number","Child Abuse and Neglect",1628,"Western Region","All"
"Waterbury",900980070,2017,"All","Substantiated","Rate","Child Abuse and Neglect",30.67,"Western Region","All"
"Waterbury",900980070,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Waterbury",900980070,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Waterbury",900980070,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Waterbury",900980070,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",324,"Western Region","Neglect"
"Waterbury",900980070,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",135,"Western Region","Neglect"
"Waterbury",900980070,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",41.67,"Western Region","Neglect"
"Waterbury",900980070,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",964,"Western Region","Neglect"
"Waterbury",900980070,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",432,"Western Region","Neglect"
"Waterbury",900980070,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",44.81,"Western Region","Neglect"
"Waterbury",900980070,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Waterbury",900980070,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Waterbury",900980070,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Waterbury",900980070,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",103,"Western Region","Neglect"
"Waterbury",900980070,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",24,"Western Region","Neglect"
"Waterbury",900980070,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",23.3,"Western Region","Neglect"
"Waterbury",900980070,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",471,"Western Region","Abuse"
"Waterbury",900980070,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",53,"Western Region","Abuse"
"Waterbury",900980070,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",11.25,"Western Region","Abuse"
"Waterbury",900980070,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",3189,"Western Region","Neglect"
"Waterbury",900980070,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",921,"Western Region","Neglect"
"Waterbury",900980070,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",28.88,"Western Region","Neglect"
"Waterbury",900980070,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",139,"Western Region","Abuse"
"Waterbury",900980070,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",38,"Western Region","Abuse"
"Waterbury",900980070,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",27.34,"Western Region","Abuse"
"Waterford",901180280,2017,"All","Alleged","Number","Child Abuse and Neglect",258,"Eastern Region","All"
"Waterford",901180280,2017,"All","Substantiated","Number","Child Abuse and Neglect",52,"Eastern Region","All"
"Waterford",901180280,2017,"All","Substantiated","Rate","Child Abuse and Neglect",20.16,"Eastern Region","All"
"Waterford",901180280,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Waterford",901180280,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Waterford",901180280,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Waterford",901180280,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Waterford",901180280,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Waterford",901180280,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Waterford",901180280,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",44,"Eastern Region","Neglect"
"Waterford",901180280,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",14,"Eastern Region","Neglect"
"Waterford",901180280,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",31.82,"Eastern Region","Neglect"
"Waterford",901180280,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Waterford",901180280,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Waterford",901180280,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Risk"
"Waterford",901180280,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Waterford",901180280,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Waterford",901180280,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Neglect"
"Waterford",901180280,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",35,"Eastern Region","Abuse"
"Waterford",901180280,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Waterford",901180280,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Waterford",901180280,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",150,"Eastern Region","Neglect"
"Waterford",901180280,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",29,"Eastern Region","Neglect"
"Waterford",901180280,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",19.33,"Eastern Region","Neglect"
"Waterford",901180280,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Waterford",901180280,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Waterford",901180280,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Eastern Region","Abuse"
"Watertown",900580490,2017,"All","Alleged","Number","Child Abuse and Neglect",335,"Western Region","All"
"Watertown",900580490,2017,"All","Substantiated","Number","Child Abuse and Neglect",64,"Western Region","All"
"Watertown",900580490,2017,"All","Substantiated","Rate","Child Abuse and Neglect",19.1,"Western Region","All"
"Watertown",900580490,2017,"At Risk","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Watertown",900580490,2017,"At Risk","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Watertown",900580490,2017,"At Risk","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Watertown",900580490,2017,"Educational Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Watertown",900580490,2017,"Educational Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Watertown",900580490,2017,"Educational Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Watertown",900580490,2017,"Emotional Neglect","Alleged","Number","Child Abuse and Neglect",65,"Western Region","Neglect"
"Watertown",900580490,2017,"Emotional Neglect","Substantiated","Number","Child Abuse and Neglect",25,"Western Region","Neglect"
"Watertown",900580490,2017,"Emotional Neglect","Substantiated","Rate","Child Abuse and Neglect",38.46,"Western Region","Neglect"
"Watertown",900580490,2017,"High Risk Newborn","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Watertown",900580490,2017,"High Risk Newborn","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Watertown",900580490,2017,"High Risk Newborn","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Risk"
"Watertown",900580490,2017,"Medical Neglect","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Watertown",900580490,2017,"Medical Neglect","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Watertown",900580490,2017,"Medical Neglect","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Neglect"
"Watertown",900580490,2017,"Physical Abuse","Alleged","Number","Child Abuse and Neglect",25,"Western Region","Abuse"
"Watertown",900580490,2017,"Physical Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Watertown",900580490,2017,"Physical Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Watertown",900580490,2017,"Physical Neglect","Alleged","Number","Child Abuse and Neglect",211,"Western Region","Neglect"
"Watertown",900580490,2017,"Physical Neglect","Substantiated","Number","Child Abuse and Neglect",33,"Western Region","Neglect"
"Watertown",900580490,2017,"Physical Neglect","Substantiated","Rate","Child Abuse and Neglect",15.64,"Western Region","Neglect"
"Watertown",900580490,2017,"Sexual Abuse","Alleged","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Watertown",900580490,2017,"Sexual Abuse","Substantiated","Number","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Watertown",900580490,2017,"Sexual Abuse","Substantiated","Rate","Child Abuse and Neglect",-9999,"Western Region","Abuse"
"Westbrook",900781680,2017,"All","Alleged","Number","Child Abuse and Neglect",64,"Eastern Region","All"
