"District","FIPS","Year","Incident Type","Variable","Measure Type","Value"
"Trumbull School District",900177200,"2010-2011","Weapons","Incidents","Number",6
"Trumbull School District",900177200,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",10
"Trumbull School District",900177200,"2011-2012","Violent Crimes Against Persons","Incidents","Number",0
"Trumbull School District",900177200,"2011-2012","School Policy Violations","Incidents","Number",97
"Trumbull School District",900177200,"2011-2012","Sexually Related Behavior","Incidents","Number",-9999
"Trumbull School District",900177200,"2011-2012","Personally Threatening Behavior","Incidents","Number",16
"Trumbull School District",900177200,"2011-2012","Theft Related Behaviors","Incidents","Number",-9999
"Trumbull School District",900177200,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",11
"Trumbull School District",900177200,"2011-2012","Fighting and Battery","Incidents","Number",40
"Trumbull School District",900177200,"2011-2012","Property Damage","Incidents","Number",-9999
"Trumbull School District",900177200,"2011-2012","Weapons","Incidents","Number",-9999
"Trumbull School District",900177200,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",18
"Trumbull School District",900177200,"2012-2013","Violent Crimes Against Persons","Incidents","Number",0
"Trumbull School District",900177200,"2012-2013","School Policy Violations","Incidents","Number",105
"Trumbull School District",900177200,"2012-2013","Sexually Related Behavior","Incidents","Number",-9999
"Trumbull School District",900177200,"2012-2013","Personally Threatening Behavior","Incidents","Number",15
"Trumbull School District",900177200,"2012-2013","Theft Related Behaviors","Incidents","Number",6
"Trumbull School District",900177200,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",8
"Trumbull School District",900177200,"2012-2013","Fighting and Battery","Incidents","Number",37
"Trumbull School District",900177200,"2012-2013","Property Damage","Incidents","Number",-9999
"Trumbull School District",900177200,"2012-2013","Weapons","Incidents","Number",7
"Trumbull School District",900177200,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",22
"Trumbull School District",900177200,"2013-2014","Violent Crimes Against Persons","Incidents","Number",0
"Trumbull School District",900177200,"2013-2014","School Policy Violations","Incidents","Number",108
"Trumbull School District",900177200,"2013-2014","Sexually Related Behavior","Incidents","Number",7
"Trumbull School District",900177200,"2013-2014","Personally Threatening Behavior","Incidents","Number",7
"Trumbull School District",900177200,"2013-2014","Theft Related Behaviors","Incidents","Number",-9999
"Trumbull School District",900177200,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",9
"Trumbull School District",900177200,"2013-2014","Fighting and Battery","Incidents","Number",13
"Trumbull School District",900177200,"2013-2014","Property Damage","Incidents","Number",-9999
"Trumbull School District",900177200,"2013-2014","Weapons","Incidents","Number",-9999
"Trumbull School District",900177200,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",14
"Trumbull School District",900177200,"2014-2015","Violent Crimes Against Persons","Incidents","Number",0
"Trumbull School District",900177200,"2014-2015","School Policy Violations","Incidents","Number",73
"Trumbull School District",900177200,"2014-2015","Sexually Related Behavior","Incidents","Number",-9999
"Trumbull School District",900177200,"2014-2015","Personally Threatening Behavior","Incidents","Number",11
"Trumbull School District",900177200,"2014-2015","Theft Related Behaviors","Incidents","Number",-9999
"Trumbull School District",900177200,"2014-2015","Physical and Verbal Confrontation","Incidents","Number",8
"Trumbull School District",900177200,"2014-2015","Fighting and Battery","Incidents","Number",14
"Trumbull School District",900177200,"2014-2015","Property Damage","Incidents","Number",7
"Trumbull School District",900177200,"2014-2015","Weapons","Incidents","Number",-9999
"Trumbull School District",900177200,"2014-2015","Drugs, Alcohol, Tobacco","Incidents","Number",20
"Trumbull School District",900177200,"2015-2016","Violent Crimes Against Persons","Incidents","Number",0
"Trumbull School District",900177200,"2015-2016","School Policy Violations","Incidents","Number",62
"Trumbull School District",900177200,"2015-2016","Sexually Related Behavior","Incidents","Number",-9999
"Trumbull School District",900177200,"2015-2016","Personally Threatening Behavior","Incidents","Number",10
"Trumbull School District",900177200,"2015-2016","Theft Related Behaviors","Incidents","Number",0
"Trumbull School District",900177200,"2015-2016","Physical and Verbal Confrontation","Incidents","Number",6
"Trumbull School District",900177200,"2015-2016","Fighting and Battery","Incidents","Number",15
"Trumbull School District",900177200,"2015-2016","Property Damage","Incidents","Number",0
"Trumbull School District",900177200,"2015-2016","Weapons","Incidents","Number",-9999
"Trumbull School District",900177200,"2015-2016","Drugs, Alcohol, Tobacco","Incidents","Number",13
"Trumbull School District",900177200,"2016-2017","Violent Crimes Against Persons","Incidents","Number",-9999
"Trumbull School District",900177200,"2016-2017","School Policy Violations","Incidents","Number",99
"Trumbull School District",900177200,"2016-2017","Sexually Related Behavior","Incidents","Number",0
"Trumbull School District",900177200,"2016-2017","Personally Threatening Behavior","Incidents","Number",15
"Trumbull School District",900177200,"2016-2017","Theft Related Behaviors","Incidents","Number",-9999
"Trumbull School District",900177200,"2016-2017","Physical and Verbal Confrontation","Incidents","Number",6
"Trumbull School District",900177200,"2016-2017","Fighting and Battery","Incidents","Number",15
"Trumbull School District",900177200,"2016-2017","Property Damage","Incidents","Number",-9999
"Trumbull School District",900177200,"2016-2017","Weapons","Incidents","Number",-9999
"Trumbull School District",900177200,"2016-2017","Drugs, Alcohol, Tobacco","Incidents","Number",27
"Unified School District #1",NA,"2009-2010","Violent Crimes Against Persons","Incidents","Number",-6666
"Unified School District #1",NA,"2009-2010","School Policy Violations","Incidents","Number",-6666
"Unified School District #1",NA,"2009-2010","Sexually Related Behavior","Incidents","Number",-6666
"Unified School District #1",NA,"2009-2010","Personally Threatening Behavior","Incidents","Number",-6666
"Unified School District #1",NA,"2009-2010","Theft Related Behaviors","Incidents","Number",-6666
"Unified School District #1",NA,"2009-2010","Physical and Verbal Confrontation","Incidents","Number",-6666
"Unified School District #1",NA,"2009-2010","Fighting and Battery","Incidents","Number",-6666
"Unified School District #1",NA,"2009-2010","Property Damage","Incidents","Number",-6666
"Unified School District #1",NA,"2009-2010","Weapons","Incidents","Number",-6666
"Unified School District #1",NA,"2009-2010","Drugs, Alcohol, Tobacco","Incidents","Number",-6666
"Unified School District #1",NA,"2010-2011","Violent Crimes Against Persons","Incidents","Number",-6666
"Unified School District #1",NA,"2010-2011","School Policy Violations","Incidents","Number",-6666
"Unified School District #1",NA,"2010-2011","Sexually Related Behavior","Incidents","Number",-6666
"Unified School District #1",NA,"2010-2011","Personally Threatening Behavior","Incidents","Number",-6666
"Unified School District #1",NA,"2010-2011","Theft Related Behaviors","Incidents","Number",-6666
"Unified School District #1",NA,"2010-2011","Physical and Verbal Confrontation","Incidents","Number",-6666
"Unified School District #1",NA,"2010-2011","Fighting and Battery","Incidents","Number",-6666
"Unified School District #1",NA,"2010-2011","Property Damage","Incidents","Number",-6666
"Unified School District #1",NA,"2010-2011","Weapons","Incidents","Number",-6666
"Unified School District #1",NA,"2010-2011","Drugs, Alcohol, Tobacco","Incidents","Number",-6666
"Unified School District #1",NA,"2011-2012","Violent Crimes Against Persons","Incidents","Number",-6666
"Unified School District #1",NA,"2011-2012","School Policy Violations","Incidents","Number",-6666
"Unified School District #1",NA,"2011-2012","Sexually Related Behavior","Incidents","Number",-6666
"Unified School District #1",NA,"2011-2012","Personally Threatening Behavior","Incidents","Number",-6666
"Unified School District #1",NA,"2011-2012","Theft Related Behaviors","Incidents","Number",-6666
"Unified School District #1",NA,"2011-2012","Physical and Verbal Confrontation","Incidents","Number",-6666
"Unified School District #1",NA,"2011-2012","Fighting and Battery","Incidents","Number",-6666
"Unified School District #1",NA,"2011-2012","Property Damage","Incidents","Number",-6666
"Unified School District #1",NA,"2011-2012","Weapons","Incidents","Number",-6666
"Unified School District #1",NA,"2011-2012","Drugs, Alcohol, Tobacco","Incidents","Number",-6666
"Unified School District #1",NA,"2012-2013","Violent Crimes Against Persons","Incidents","Number",-6666
"Unified School District #1",NA,"2012-2013","School Policy Violations","Incidents","Number",-6666
"Unified School District #1",NA,"2012-2013","Sexually Related Behavior","Incidents","Number",-6666
"Unified School District #1",NA,"2012-2013","Personally Threatening Behavior","Incidents","Number",-6666
"Unified School District #1",NA,"2012-2013","Theft Related Behaviors","Incidents","Number",-6666
"Unified School District #1",NA,"2012-2013","Physical and Verbal Confrontation","Incidents","Number",-6666
"Unified School District #1",NA,"2012-2013","Fighting and Battery","Incidents","Number",-6666
"Unified School District #1",NA,"2012-2013","Property Damage","Incidents","Number",-6666
"Unified School District #1",NA,"2012-2013","Weapons","Incidents","Number",-6666
"Unified School District #1",NA,"2012-2013","Drugs, Alcohol, Tobacco","Incidents","Number",-6666
"Unified School District #1",NA,"2013-2014","Violent Crimes Against Persons","Incidents","Number",-6666
"Unified School District #1",NA,"2013-2014","School Policy Violations","Incidents","Number",-6666
"Unified School District #1",NA,"2013-2014","Sexually Related Behavior","Incidents","Number",-6666
"Unified School District #1",NA,"2013-2014","Personally Threatening Behavior","Incidents","Number",-6666
"Unified School District #1",NA,"2013-2014","Theft Related Behaviors","Incidents","Number",-6666
"Unified School District #1",NA,"2013-2014","Physical and Verbal Confrontation","Incidents","Number",-6666
"Unified School District #1",NA,"2013-2014","Fighting and Battery","Incidents","Number",-6666
"Unified School District #1",NA,"2013-2014","Property Damage","Incidents","Number",-6666
"Unified School District #1",NA,"2013-2014","Weapons","Incidents","Number",-6666
"Unified School District #1",NA,"2013-2014","Drugs, Alcohol, Tobacco","Incidents","Number",-6666
"Unified School District #1",NA,"2014-2015","Violent Crimes Against Persons","Incidents","Number",-6666
