"Town","FIPS","AGGREGATION","Year","Race","Type","Measure Type","Variable","Value","Region"
"Southbury",900969640,"5-Year","2000-2004","All","Postneonatal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2001-2005","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2004-2008","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2007-2011","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2007-2011","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","1999-2003","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2007-2011","White","Infant","Number","Fetal Mortality",3,"Western Region"
"Southbury",900969640,"5-Year","2006-2010","White","Infant","Number","Fetal Mortality",2,"Western Region"
"Southbury",900969640,"5-Year","2009-2013","Black or African American","Infant","Number","Fetal Mortality",1,"Western Region"
"Southbury",900969640,"5-Year","2000-2004","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2010-2014","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2010-2014","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2006-2010","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2007-2011","Black or African American","Infant","Number","Fetal Mortality",1,"Western Region"
"Southbury",900969640,"5-Year","2007-2011","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2004-2008","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2001-2005","White","Fetal","Number","Fetal Mortality",5,"Western Region"
"Southbury",900969640,"5-Year","2001-2005","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2006-2010","All","Infant","Rate","Fetal Mortality",5.16,"Western Region"
"Southbury",900969640,"5-Year","2006-2010","All","Neonatal","Number","Fetal Mortality",2,"Western Region"
"Southbury",900969640,"5-Year","2006-2010","All","Neonatal","Rate","Fetal Mortality",3.44,"Western Region"
"Southbury",900969640,"5-Year","2003-2007","All","Postneonatal","Number","Fetal Mortality",1,"Western Region"
"Southbury",900969640,"5-Year","1999-2003","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2008-2012","Black or African American","Infant","Number","Fetal Mortality",1,"Western Region"
"Southbury",900969640,"5-Year","2009-2013","White","Infant","Number","Fetal Mortality",2,"Western Region"
"Southbury",900969640,"5-Year","2010-2014","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","1999-2003","All","Infant","Rate","Fetal Mortality",2.69,"Western Region"
"Southbury",900969640,"5-Year","2002-2006","All","Postneonatal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2009-2013","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","1999-2003","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","1999-2003","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2005-2009","Other","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2005-2009","Other","Infant","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2005-2009","White","Infant","Number","Fetal Mortality",2,"Western Region"
"Southbury",900969640,"5-Year","2002-2006","All","Neonatal","Number","Fetal Mortality",2,"Western Region"
"Southbury",900969640,"5-Year","2005-2009","All","Neonatal","Rate","Fetal Mortality",3.34,"Western Region"
"Southbury",900969640,"5-Year","2001-2005","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2001-2005","Black or African American","Infant","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2001-2005","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2006-2010","All","Fetal","Rate","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2006-2010","All","Infant","Number","Fetal Mortality",3,"Western Region"
"Southbury",900969640,"5-Year","2006-2010","All","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2006-2010","All","Postneonatal","Rate","Fetal Mortality",1.72,"Western Region"
"Southbury",900969640,"5-Year","1999-2003","All","Postneonatal","Rate","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2004-2008","All","Infant","Rate","Fetal Mortality",3.05,"Western Region"
"Southbury",900969640,"5-Year","2001-2005","All","Postneonatal","Rate","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2007-2011","Black or African American","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2002-2006","All","Postneonatal","Rate","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2001-2005","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2005-2009","White","Fetal","Number","Fetal Mortality",0,"Western Region"
"Southbury",900969640,"5-Year","2005-2009","All","Postneonatal","Rate","Fetal Mortality",1.67,"Western Region"
"Southington",900370550,"5-Year","2006-2010","All","Neonatal","Rate","Fetal Mortality",6.71,"Central Region"
"Southington",900370550,"5-Year","2009-2013","White","Fetal","Number","Fetal Mortality",7,"Central Region"
"Southington",900370550,"5-Year","2005-2009","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2005-2009","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2005-2009","All","Postneonatal","Number","Fetal Mortality",1,"Central Region"
"Southington",900370550,"5-Year","2007-2011","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2010-2014","Other","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2004-2008","All","Postneonatal","Rate","Fetal Mortality",0.48,"Central Region"
"Southington",900370550,"5-Year","2007-2011","Other","Infant","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2007-2011","Other","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2006-2010","Other","Infant","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2006-2010","All","Postneonatal","Number","Fetal Mortality",1,"Central Region"
"Southington",900370550,"5-Year","2009-2013","Other","Infant","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2002-2006","White","Infant","Number","Fetal Mortality",10,"Central Region"
"Southington",900370550,"5-Year","2005-2009","Other","Infant","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2005-2009","White","Fetal","Number","Fetal Mortality",7,"Central Region"
"Southington",900370550,"5-Year","2001-2005","White","Fetal","Number","Fetal Mortality",12,"Central Region"
"Southington",900370550,"5-Year","2001-2005","Other","Infant","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2000-2004","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2001-2005","White","Infant","Number","Fetal Mortality",10,"Central Region"
"Southington",900370550,"5-Year","2003-2007","All","Postneonatal","Rate","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2007-2011","Black or African American","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2010-2014","Black or African American","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","1999-2003","Other","Infant","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","1999-2003","White","Infant","Number","Fetal Mortality",9,"Central Region"
"Southington",900370550,"5-Year","2006-2010","White","Fetal","Number","Fetal Mortality",6,"Central Region"
"Southington",900370550,"5-Year","2006-2010","White","Infant","Number","Fetal Mortality",12,"Central Region"
"Southington",900370550,"5-Year","2009-2013","Other","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2010-2014","Black or African American","Infant","Number","Fetal Mortality",1,"Central Region"
"Southington",900370550,"5-Year","2010-2014","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2004-2008","All","Postneonatal","Number","Fetal Mortality",1,"Central Region"
"Southington",900370550,"5-Year","2000-2004","Black or African American","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2008-2012","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2008-2012","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Central Region"
"Southington",900370550,"5-Year","2000-2004","All","Postneonatal","Number","Fetal Mortality",1,"Central Region"
"Southington",900370550,"5-Year","2004-2008","All","Neonatal","Number","Fetal Mortality",14,"Central Region"
"Southington",900370550,"5-Year","2000-2004","Hispanic or Latino","Infant","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2003-2007","Black or African American","Fetal","Number","Fetal Mortality",1,"Central Region"
"Southington",900370550,"5-Year","2003-2007","All","Postneonatal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2000-2004","All","Postneonatal","Rate","Fetal Mortality",0.43,"Central Region"
"Southington",900370550,"5-Year","2004-2008","All","Neonatal","Rate","Fetal Mortality",6.66,"Central Region"
"Southington",900370550,"5-Year","2006-2010","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2006-2010","Other","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2005-2009","Other","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2010-2014","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Central Region"
"Southington",900370550,"5-Year","2010-2014","White","Infant","Number","Fetal Mortality",2,"Central Region"
"Southington",900370550,"5-Year","2005-2009","All","Neonatal","Rate","Fetal Mortality",7.44,"Central Region"
"Southington",900370550,"5-Year","2005-2009","All","Fetal","Rate","Fetal Mortality",3.97,"Central Region"
"Southington",900370550,"5-Year","2003-2007","All","Infant","Number","Fetal Mortality",15,"Central Region"
"Southington",900370550,"5-Year","2005-2009","All","Fetal","Number","Fetal Mortality",8,"Central Region"
"Southington",900370550,"5-Year","2009-2013","All","Fetal","Number","Fetal Mortality",7,"Central Region"
"Southington",900370550,"5-Year","2010-2014","All","Fetal","Rate","Fetal Mortality",5.27,"Central Region"
"Southington",900370550,"5-Year","1999-2003","All","Fetal","Rate","Fetal Mortality",5.22,"Central Region"
"Southington",900370550,"5-Year","1999-2003","All","Infant","Number","Fetal Mortality",9,"Central Region"
"Southington",900370550,"5-Year","2009-2013","All","Neonatal","Number","Fetal Mortality",5,"Central Region"
"Southington",900370550,"5-Year","2005-2009","All","Neonatal","Number","Fetal Mortality",15,"Central Region"
"Southington",900370550,"5-Year","2004-2008","All","Infant","Number","Fetal Mortality",15,"Central Region"
"Southington",900370550,"5-Year","2004-2008","All","Fetal","Rate","Fetal Mortality",4.76,"Central Region"
"Southington",900370550,"5-Year","2007-2011","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Central Region"
"Southington",900370550,"5-Year","2000-2004","Other","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2003-2007","Black or African American","Infant","Number","Fetal Mortality",1,"Central Region"
"Southington",900370550,"5-Year","2005-2009","White","Infant","Number","Fetal Mortality",15,"Central Region"
"Southington",900370550,"5-Year","2000-2004","Black or African American","Infant","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2003-2007","Other","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2009-2013","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2004-2008","Other","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2010-2014","Other","Infant","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2008-2012","White","Fetal","Number","Fetal Mortality",8,"Central Region"
"Southington",900370550,"5-Year","2003-2007","Hispanic or Latino","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2002-2006","Other","Fetal","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2003-2007","White","Fetal","Number","Fetal Mortality",10,"Central Region"
"Southington",900370550,"5-Year","2010-2014","All","Neonatal","Number","Fetal Mortality",3,"Central Region"
"Southington",900370550,"5-Year","2006-2010","Hispanic or Latino","Infant","Number","Fetal Mortality",1,"Central Region"
"Southington",900370550,"5-Year","1999-2003","Black or African American","Infant","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2006-2010","Black or African American","Fetal","Number","Fetal Mortality",1,"Central Region"
"Southington",900370550,"5-Year","2009-2013","White","Infant","Number","Fetal Mortality",4,"Central Region"
"Southington",900370550,"5-Year","2005-2009","Black or African American","Infant","Number","Fetal Mortality",1,"Central Region"
"Southington",900370550,"5-Year","2008-2012","All","Infant","Number","Fetal Mortality",7,"Central Region"
"Southington",900370550,"5-Year","2008-2012","All","Infant","Rate","Fetal Mortality",3.88,"Central Region"
"Southington",900370550,"5-Year","2008-2012","All","Neonatal","Number","Fetal Mortality",6,"Central Region"
"Southington",900370550,"5-Year","2004-2008","All","Infant","Rate","Fetal Mortality",7.14,"Central Region"
"Southington",900370550,"5-Year","2000-2004","Other","Infant","Number","Fetal Mortality",0,"Central Region"
"Southington",900370550,"5-Year","2000-2004","White","Fetal","Number","Fetal Mortality",14,"Central Region"
"Southington",900370550,"5-Year","1999-2003","All","Postneonatal","Rate","Fetal Mortality",0.87,"Central Region"
"Southington",900370550,"5-Year","2006-2010","All","Postneonatal","Rate","Fetal Mortality",0.52,"Central Region"
"Southington",900370550,"5-Year","2006-2010","All","Neonatal","Number","Fetal Mortality",13,"Central Region"
