"Town","FIPS","Year","Gender","Measure Type","Variable","Value","Region"
"West Hartford",900382590,"2012-2016","Female","Number","Employed or Enrolled Youth",1802,"North Central Region"
"West Hartford",900382590,"2012-2016","Female","Number","Margins of Error",262,"North Central Region"
"West Hartford",900382590,"2012-2016","Female","Percent","Employed or Enrolled Youth",97.83,"North Central Region"
"West Hartford",900382590,"2012-2016","Female","Percent","Margins of Error",20.05,"North Central Region"
"West Hartford",900382590,"2012-2016","Male","Number","Employed or Enrolled Youth",1696,"North Central Region"
"West Hartford",900382590,"2012-2016","Male","Number","Margins of Error",233,"North Central Region"
"West Hartford",900382590,"2012-2016","Male","Percent","Employed or Enrolled Youth",92.78,"North Central Region"
"West Hartford",900382590,"2012-2016","Male","Percent","Margins of Error",18.54,"North Central Region"
"West Haven",900982870,"2012-2016","Total","Number","Employed or Enrolled Youth",3391,"South Central Region"
"West Haven",900982870,"2012-2016","Total","Number","Margins of Error",411,"South Central Region"
"West Haven",900982870,"2012-2016","Total","Percent","Employed or Enrolled Youth",95.82,"South Central Region"
"West Haven",900982870,"2012-2016","Total","Percent","Margins of Error",16.2,"South Central Region"
"West Haven",900982870,"2012-2016","Female","Number","Employed or Enrolled Youth",1713,"South Central Region"
"West Haven",900982870,"2012-2016","Female","Number","Margins of Error",300,"South Central Region"
"West Haven",900982870,"2012-2016","Female","Percent","Employed or Enrolled Youth",96.18,"South Central Region"
"West Haven",900982870,"2012-2016","Female","Percent","Margins of Error",23.39,"South Central Region"
"West Haven",900982870,"2012-2016","Male","Number","Employed or Enrolled Youth",1678,"South Central Region"
"West Haven",900982870,"2012-2016","Male","Number","Margins of Error",282,"South Central Region"
"West Haven",900982870,"2012-2016","Male","Percent","Employed or Enrolled Youth",95.45,"South Central Region"
"West Haven",900982870,"2012-2016","Male","Percent","Margins of Error",22.35,"South Central Region"
"Weston",900183430,"2012-2016","Total","Number","Employed or Enrolled Youth",674,"Southwest Region"
"Weston",900183430,"2012-2016","Total","Number","Margins of Error",139,"Southwest Region"
"Weston",900183430,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Southwest Region"
"Weston",900183430,"2012-2016","Total","Percent","Margins of Error",29.81,"Southwest Region"
"Weston",900183430,"2012-2016","Female","Number","Employed or Enrolled Youth",365,"Southwest Region"
"Weston",900183430,"2012-2016","Female","Number","Margins of Error",95,"Southwest Region"
"Weston",900183430,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Southwest Region"
"Weston",900183430,"2012-2016","Female","Percent","Margins of Error",36.53,"Southwest Region"
"Weston",900183430,"2012-2016","Male","Number","Employed or Enrolled Youth",309,"Southwest Region"
"Weston",900183430,"2012-2016","Male","Number","Margins of Error",102,"Southwest Region"
"Weston",900183430,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Southwest Region"
"Weston",900183430,"2012-2016","Male","Percent","Margins of Error",46.46,"Southwest Region"
"Westport",900183500,"2012-2016","Total","Number","Employed or Enrolled Youth",1495,"Southwest Region"
"Westport",900183500,"2012-2016","Total","Number","Margins of Error",230,"Southwest Region"
"Westport",900183500,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.08,"Southwest Region"
"Westport",900183500,"2012-2016","Total","Percent","Margins of Error",19.94,"Southwest Region"
"Westport",900183500,"2012-2016","Female","Number","Employed or Enrolled Youth",588,"Southwest Region"
"Westport",900183500,"2012-2016","Female","Number","Margins of Error",137,"Southwest Region"
"Westport",900183500,"2012-2016","Female","Percent","Employed or Enrolled Youth",93.48,"Southwest Region"
"Westport",900183500,"2012-2016","Female","Percent","Margins of Error",30.82,"Southwest Region"
"Westport",900183500,"2012-2016","Male","Number","Employed or Enrolled Youth",907,"Southwest Region"
"Westport",900183500,"2012-2016","Male","Number","Margins of Error",185,"Southwest Region"
"Westport",900183500,"2012-2016","Male","Percent","Employed or Enrolled Youth",97.84,"Southwest Region"
"Westport",900183500,"2012-2016","Male","Percent","Margins of Error",25.99,"Southwest Region"
"Wethersfield",900384900,"2012-2016","Total","Number","Employed or Enrolled Youth",1254,"Central Region"
"Wethersfield",900384900,"2012-2016","Total","Number","Margins of Error",229,"Central Region"
"Wethersfield",900384900,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.74,"Central Region"
"Wethersfield",900384900,"2012-2016","Total","Percent","Margins of Error",24.31,"Central Region"
"Wethersfield",900384900,"2012-2016","Female","Number","Employed or Enrolled Youth",691,"Central Region"
"Wethersfield",900384900,"2012-2016","Female","Number","Margins of Error",176,"Central Region"
"Wethersfield",900384900,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Central Region"
"Wethersfield",900384900,"2012-2016","Female","Percent","Margins of Error",36.77,"Central Region"
"Wethersfield",900384900,"2012-2016","Male","Number","Employed or Enrolled Youth",563,"Central Region"
"Wethersfield",900384900,"2012-2016","Male","Number","Margins of Error",146,"Central Region"
"Wethersfield",900384900,"2012-2016","Male","Percent","Employed or Enrolled Youth",97.24,"Central Region"
"Wethersfield",900384900,"2012-2016","Male","Percent","Margins of Error",35.03,"Central Region"
"Willington",901385950,"2012-2016","Total","Number","Employed or Enrolled Youth",160,"Eastern Region"
"Willington",901385950,"2012-2016","Total","Number","Margins of Error",113,"Eastern Region"
"Willington",901385950,"2012-2016","Total","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Willington",901385950,"2012-2016","Total","Percent","Margins of Error",104.95,"Eastern Region"
"Willington",901385950,"2012-2016","Female","Number","Employed or Enrolled Youth",62,"Eastern Region"
"Willington",901385950,"2012-2016","Female","Number","Margins of Error",68,"Eastern Region"
"Willington",901385950,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Willington",901385950,"2012-2016","Female","Percent","Margins of Error",151.05,"Eastern Region"
"Willington",901385950,"2012-2016","Male","Number","Employed or Enrolled Youth",98,"Eastern Region"
"Willington",901385950,"2012-2016","Male","Number","Margins of Error",90,"Eastern Region"
"Willington",901385950,"2012-2016","Male","Percent","Employed or Enrolled Youth",100,"Eastern Region"
"Willington",901385950,"2012-2016","Male","Percent","Margins of Error",127.92,"Eastern Region"
"Wilton",900186370,"2012-2016","Total","Number","Employed or Enrolled Youth",1112,"Southwest Region"
"Wilton",900186370,"2012-2016","Total","Number","Margins of Error",190,"Southwest Region"
"Wilton",900186370,"2012-2016","Total","Percent","Employed or Enrolled Youth",98.67,"Southwest Region"
"Wilton",900186370,"2012-2016","Total","Percent","Margins of Error",22.23,"Southwest Region"
"Wilton",900186370,"2012-2016","Female","Number","Employed or Enrolled Youth",479,"Southwest Region"
"Wilton",900186370,"2012-2016","Female","Number","Margins of Error",114,"Southwest Region"
"Wilton",900186370,"2012-2016","Female","Percent","Employed or Enrolled Youth",98.16,"Southwest Region"
"Wilton",900186370,"2012-2016","Female","Percent","Margins of Error",32.48,"Southwest Region"
"Wilton",900186370,"2012-2016","Male","Number","Employed or Enrolled Youth",633,"Southwest Region"
"Wilton",900186370,"2012-2016","Male","Number","Margins of Error",151,"Southwest Region"
"Wilton",900186370,"2012-2016","Male","Percent","Employed or Enrolled Youth",99.06,"Southwest Region"
"Wilton",900186370,"2012-2016","Male","Percent","Margins of Error",33.2,"Southwest Region"
"Winchester",900586440,"2012-2016","Total","Number","Employed or Enrolled Youth",483,"Western Region"
"Winchester",900586440,"2012-2016","Total","Number","Margins of Error",179,"Western Region"
"Winchester",900586440,"2012-2016","Total","Percent","Employed or Enrolled Youth",92.53,"Western Region"
"Winchester",900586440,"2012-2016","Total","Percent","Margins of Error",46.91,"Western Region"
"Winchester",900586440,"2012-2016","Female","Number","Employed or Enrolled Youth",253,"Western Region"
"Winchester",900586440,"2012-2016","Female","Number","Margins of Error",125,"Western Region"
"Winchester",900586440,"2012-2016","Female","Percent","Employed or Enrolled Youth",100,"Western Region"
"Winchester",900586440,"2012-2016","Female","Percent","Margins of Error",69.02,"Western Region"
"Winchester",900586440,"2012-2016","Male","Number","Employed or Enrolled Youth",230,"Western Region"
"Winchester",900586440,"2012-2016","Male","Number","Margins of Error",128,"Western Region"
"Winchester",900586440,"2012-2016","Male","Percent","Employed or Enrolled Youth",85.5,"Western Region"
"Winchester",900586440,"2012-2016","Male","Percent","Margins of Error",62.72,"Western Region"
"Windham",901586790,"2012-2016","Total","Number","Employed or Enrolled Youth",2529,"Eastern Region"
"Windham",901586790,"2012-2016","Total","Number","Margins of Error",296,"Eastern Region"
"Windham",901586790,"2012-2016","Total","Percent","Employed or Enrolled Youth",95.29,"Eastern Region"
"Windham",901586790,"2012-2016","Total","Percent","Margins of Error",14.94,"Eastern Region"
"Windham",901586790,"2012-2016","Female","Number","Employed or Enrolled Youth",1282,"Eastern Region"
"Windham",901586790,"2012-2016","Female","Number","Margins of Error",217,"Eastern Region"
"Windham",901586790,"2012-2016","Female","Percent","Employed or Enrolled Youth",93.17,"Eastern Region"
"Windham",901586790,"2012-2016","Female","Percent","Margins of Error",22.03,"Eastern Region"
"Windham",901586790,"2012-2016","Male","Number","Employed or Enrolled Youth",1247,"Eastern Region"
"Windham",901586790,"2012-2016","Male","Number","Margins of Error",201,"Eastern Region"
"Windham",901586790,"2012-2016","Male","Percent","Employed or Enrolled Youth",97.57,"Eastern Region"
"Windham",901586790,"2012-2016","Male","Percent","Margins of Error",21.33,"Eastern Region"
"Windsor",900387000,"2012-2016","Total","Number","Employed or Enrolled Youth",1212,"North Central Region"
"Windsor",900387000,"2012-2016","Total","Number","Margins of Error",235,"North Central Region"
"Windsor",900387000,"2012-2016","Total","Percent","Employed or Enrolled Youth",96.96,"North Central Region"
"Windsor",900387000,"2012-2016","Total","Percent","Margins of Error",26.15,"North Central Region"
"Windsor",900387000,"2012-2016","Female","Number","Employed or Enrolled Youth",585,"North Central Region"
"Windsor",900387000,"2012-2016","Female","Number","Margins of Error",163,"North Central Region"
"Windsor",900387000,"2012-2016","Female","Percent","Employed or Enrolled Youth",94.81,"North Central Region"
"Windsor",900387000,"2012-2016","Female","Percent","Margins of Error",37.61,"North Central Region"
"Windsor",900387000,"2012-2016","Male","Number","Employed or Enrolled Youth",627,"North Central Region"
"Windsor",900387000,"2012-2016","Male","Number","Margins of Error",169,"North Central Region"
"Windsor",900387000,"2012-2016","Male","Percent","Employed or Enrolled Youth",99.05,"North Central Region"
"Windsor",900387000,"2012-2016","Male","Percent","Margins of Error",36.97,"North Central Region"
"Windsor Locks",900387070,"2012-2016","Total","Number","Employed or Enrolled Youth",358,"North Central Region"
"Windsor Locks",900387070,"2012-2016","Total","Number","Margins of Error",133,"North Central Region"
"Windsor Locks",900387070,"2012-2016","Total","Percent","Employed or Enrolled Youth",91.33,"North Central Region"
"Windsor Locks",900387070,"2012-2016","Total","Percent","Margins of Error",44.55,"North Central Region"
"Windsor Locks",900387070,"2012-2016","Female","Number","Employed or Enrolled Youth",148,"North Central Region"
"Windsor Locks",900387070,"2012-2016","Female","Number","Margins of Error",89,"North Central Region"
"Windsor Locks",900387070,"2012-2016","Female","Percent","Employed or Enrolled Youth",99.33,"North Central Region"
"Windsor Locks",900387070,"2012-2016","Female","Percent","Margins of Error",82.4,"North Central Region"
"Windsor Locks",900387070,"2012-2016","Male","Number","Employed or Enrolled Youth",210,"North Central Region"
"Windsor Locks",900387070,"2012-2016","Male","Number","Margins of Error",99,"North Central Region"
"Windsor Locks",900387070,"2012-2016","Male","Percent","Employed or Enrolled Youth",86.42,"North Central Region"
"Windsor Locks",900387070,"2012-2016","Male","Percent","Margins of Error",54.19,"North Central Region"
"Wolcott",900987560,"2012-2016","Total","Number","Employed or Enrolled Youth",868,"Western Region"
"Wolcott",900987560,"2012-2016","Total","Number","Margins of Error",228,"Western Region"
"Wolcott",900987560,"2012-2016","Total","Percent","Employed or Enrolled Youth",87.24,"Western Region"
"Wolcott",900987560,"2012-2016","Total","Percent","Margins of Error",32.1,"Western Region"
"Wolcott",900987560,"2012-2016","Female","Number","Employed or Enrolled Youth",392,"Western Region"
"Wolcott",900987560,"2012-2016","Female","Number","Margins of Error",146,"Western Region"
"Wolcott",900987560,"2012-2016","Female","Percent","Employed or Enrolled Youth",86.15,"Western Region"
"Wolcott",900987560,"2012-2016","Female","Percent","Margins of Error",43.28,"Western Region"
"Wolcott",900987560,"2012-2016","Male","Number","Employed or Enrolled Youth",476,"Western Region"
"Wolcott",900987560,"2012-2016","Male","Number","Margins of Error",175,"Western Region"
"Wolcott",900987560,"2012-2016","Male","Percent","Employed or Enrolled Youth",88.15,"Western Region"
"Wolcott",900987560,"2012-2016","Male","Percent","Margins of Error",45.3,"Western Region"
"Woodbridge",900987700,"2012-2016","Total","Number","Employed or Enrolled Youth",615,"South Central Region"
"Woodbridge",900987700,"2012-2016","Total","Number","Margins of Error",173,"South Central Region"
