"Town","FIPS","Year","Measure Period","Indicator","Measure Type","Variable","Value","Region"
"West Hartford",900382590,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",136,"North Central Region"
"West Hartford",900382590,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",33,"North Central Region"
"West Hartford",900382590,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",116,"North Central Region"
"West Hartford",900382590,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",105,"North Central Region"
"West Hartford",900382590,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",70,"North Central Region"
"West Hartford",900382590,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",139,"North Central Region"
"West Hartford",900382590,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",132,"North Central Region"
"West Hartford",900382590,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",40,"North Central Region"
"West Hartford",900382590,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",118,"North Central Region"
"West Hartford",900382590,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",113,"North Central Region"
"West Hartford",900382590,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",79,"North Central Region"
"West Hartford",900382590,2014,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",145,"North Central Region"
"West Hartford",900382590,2014,"Calendar Year","Total Served","Number","Birth to Three Indicators",139,"North Central Region"
"West Hartford",900382590,2014,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",39,"North Central Region"
"West Hartford",900382590,2015,"Calendar Year","Referrals","Number","Birth to Three Indicators",111,"North Central Region"
"West Hartford",900382590,2015,"Calendar Year","Evaluations","Number","Birth to Three Indicators",106,"North Central Region"
"West Hartford",900382590,2015,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",70,"North Central Region"
"West Hartford",900382590,2015,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",122,"North Central Region"
"West Hartford",900382590,2015,"Calendar Year","Total Served","Number","Birth to Three Indicators",114,"North Central Region"
"West Hartford",900382590,2015,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",39,"North Central Region"
"West Hartford",900382590,2016,"Calendar Year","Referrals","Number","Birth to Three Indicators",121,"North Central Region"
"West Hartford",900382590,2016,"Calendar Year","Evaluations","Number","Birth to Three Indicators",115,"North Central Region"
"West Hartford",900382590,2016,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",76,"North Central Region"
"West Hartford",900382590,2016,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",135,"North Central Region"
"West Hartford",900382590,2016,"Calendar Year","Total Served","Number","Birth to Three Indicators",79,"North Central Region"
"West Hartford",900382590,2016,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",39,"North Central Region"
"West Haven",900982870,2005,"Calendar Year","Referrals","Number","Birth to Three Indicators",95,"South Central Region"
"West Haven",900982870,2005,"Calendar Year","Evaluations","Number","Birth to Three Indicators",89,"South Central Region"
"West Haven",900982870,2005,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",51,"South Central Region"
"West Haven",900982870,2005,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",105,"South Central Region"
"West Haven",900982870,2005,"Calendar Year","Total Served","Number","Birth to Three Indicators",102,"South Central Region"
"West Haven",900982870,2005,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",27,"South Central Region"
"West Haven",900982870,2006,"Calendar Year","Referrals","Number","Birth to Three Indicators",106,"South Central Region"
"West Haven",900982870,2006,"Calendar Year","Evaluations","Number","Birth to Three Indicators",93,"South Central Region"
"West Haven",900982870,2006,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",59,"South Central Region"
"West Haven",900982870,2006,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",104,"South Central Region"
"West Haven",900982870,2006,"Calendar Year","Total Served","Number","Birth to Three Indicators",99,"South Central Region"
"West Haven",900982870,2006,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",19,"South Central Region"
"West Haven",900982870,2007,"Calendar Year","Referrals","Number","Birth to Three Indicators",103,"South Central Region"
"West Haven",900982870,2007,"Calendar Year","Evaluations","Number","Birth to Three Indicators",93,"South Central Region"
"West Haven",900982870,2007,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",48,"South Central Region"
"West Haven",900982870,2007,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",99,"South Central Region"
"West Haven",900982870,2007,"Calendar Year","Total Served","Number","Birth to Three Indicators",95,"South Central Region"
"West Haven",900982870,2007,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",41,"South Central Region"
"West Haven",900982870,2008,"Calendar Year","Referrals","Number","Birth to Three Indicators",118,"South Central Region"
"West Haven",900982870,2008,"Calendar Year","Evaluations","Number","Birth to Three Indicators",108,"South Central Region"
"West Haven",900982870,2008,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",62,"South Central Region"
"West Haven",900982870,2008,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",103,"South Central Region"
"West Haven",900982870,2008,"Calendar Year","Total Served","Number","Birth to Three Indicators",100,"South Central Region"
"West Haven",900982870,2008,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",29,"South Central Region"
"West Haven",900982870,2009,"Calendar Year","Referrals","Number","Birth to Three Indicators",131,"South Central Region"
"West Haven",900982870,2009,"Calendar Year","Evaluations","Number","Birth to Three Indicators",125,"South Central Region"
"West Haven",900982870,2009,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",80,"South Central Region"
"West Haven",900982870,2009,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",114,"South Central Region"
"West Haven",900982870,2009,"Calendar Year","Total Served","Number","Birth to Three Indicators",110,"South Central Region"
"West Haven",900982870,2009,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",34,"South Central Region"
"West Haven",900982870,2010,"Calendar Year","Referrals","Number","Birth to Three Indicators",104,"South Central Region"
"West Haven",900982870,2010,"Calendar Year","Evaluations","Number","Birth to Three Indicators",94,"South Central Region"
"West Haven",900982870,2010,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",59,"South Central Region"
"West Haven",900982870,2010,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",122,"South Central Region"
"West Haven",900982870,2010,"Calendar Year","Total Served","Number","Birth to Three Indicators",119,"South Central Region"
"West Haven",900982870,2010,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",33,"South Central Region"
"West Haven",900982870,2011,"Calendar Year","Referrals","Number","Birth to Three Indicators",109,"South Central Region"
"West Haven",900982870,2011,"Calendar Year","Evaluations","Number","Birth to Three Indicators",100,"South Central Region"
"West Haven",900982870,2011,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",48,"South Central Region"
"West Haven",900982870,2011,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",103,"South Central Region"
"West Haven",900982870,2011,"Calendar Year","Total Served","Number","Birth to Three Indicators",99,"South Central Region"
"West Haven",900982870,2011,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",30,"South Central Region"
"West Haven",900982870,2012,"Calendar Year","Referrals","Number","Birth to Three Indicators",131,"South Central Region"
"West Haven",900982870,2012,"Calendar Year","Evaluations","Number","Birth to Three Indicators",115,"South Central Region"
"West Haven",900982870,2012,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",79,"South Central Region"
"West Haven",900982870,2012,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",124,"South Central Region"
"West Haven",900982870,2012,"Calendar Year","Total Served","Number","Birth to Three Indicators",123,"South Central Region"
"West Haven",900982870,2012,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",32,"South Central Region"
"West Haven",900982870,2013,"Calendar Year","Referrals","Number","Birth to Three Indicators",133,"South Central Region"
"West Haven",900982870,2013,"Calendar Year","Evaluations","Number","Birth to Three Indicators",125,"South Central Region"
"West Haven",900982870,2013,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",88,"South Central Region"
"West Haven",900982870,2013,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",149,"South Central Region"
"West Haven",900982870,2013,"Calendar Year","Total Served","Number","Birth to Three Indicators",147,"South Central Region"
"West Haven",900982870,2013,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",47,"South Central Region"
"West Haven",900982870,2014,"Calendar Year","Referrals","Number","Birth to Three Indicators",130,"South Central Region"
"West Haven",900982870,2014,"Calendar Year","Evaluations","Number","Birth to Three Indicators",123,"South Central Region"
"West Haven",900982870,2014,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",88,"South Central Region"
"West Haven",900982870,2014,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",147,"South Central Region"
"West Haven",900982870,2014,"Calendar Year","Total Served","Number","Birth to Three Indicators",141,"South Central Region"
"West Haven",900982870,2014,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",37,"South Central Region"
"West Haven",900982870,2015,"Calendar Year","Referrals","Number","Birth to Three Indicators",145,"South Central Region"
"West Haven",900982870,2015,"Calendar Year","Evaluations","Number","Birth to Three Indicators",134,"South Central Region"
"West Haven",900982870,2015,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",98,"South Central Region"
"West Haven",900982870,2015,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",150,"South Central Region"
"West Haven",900982870,2015,"Calendar Year","Total Served","Number","Birth to Three Indicators",138,"South Central Region"
"West Haven",900982870,2015,"Calendar Year","Exited to Early Childhood Special Education","Number","Birth to Three Indicators",44,"South Central Region"
"West Haven",900982870,2016,"Calendar Year","Referrals","Number","Birth to Three Indicators",122,"South Central Region"
"West Haven",900982870,2016,"Calendar Year","Evaluations","Number","Birth to Three Indicators",119,"South Central Region"
"West Haven",900982870,2016,"Calendar Year","Total Eligible","Number","Birth to Three Indicators",78,"South Central Region"
"West Haven",900982870,2016,"Calendar Year","Individual Family Service Plans","Number","Birth to Three Indicators",166,"South Central Region"
"West Haven",900982870,2016,"Calendar Year","Total Served","Number","Birth to Three Indicators",110,"South Central Region"
