"Town","Year","FIPS","Indicator","Measure Type","Variable","Value","Region","Total Births"
"Torrington",2013,900576570,"Total Eligible","Number","Birth to Three Indicators",62,"Western Region",364
"Torrington",2013,900576570,"Total Served","Percent","Birth to Three Indicators",16.21,"Western Region",364
"Trumbull",2013,900177200,"Total Eligible","Number","Birth to Three Indicators",38,"Southwest Region",287
"Trumbull",2013,900177200,"Evaluations","Percent","Birth to Three Indicators",22.3,"Southwest Region",287
"Trumbull",2013,900177200,"Referrals","Percent","Birth to Three Indicators",22.3,"Southwest Region",287
"Trumbull",2013,900177200,"Evaluations","Number","Birth to Three Indicators",64,"Southwest Region",287
"Trumbull",2013,900177200,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",65.79,"Southwest Region",287
"Trumbull",2013,900177200,"Total Eligible","Percent","Birth to Three Indicators",13.24,"Southwest Region",287
"Trumbull",2013,900177200,"Evaluated that are Eligible","Percent","Birth to Three Indicators",59.38,"Southwest Region",287
"Trumbull",2013,900177200,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",25,"Southwest Region",287
"Trumbull",2013,900177200,"Total Served","Number","Birth to Three Indicators",32,"Southwest Region",287
"Trumbull",2013,900177200,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Southwest Region",287
"Trumbull",2013,900177200,"Referrals","Number","Birth to Three Indicators",64,"Southwest Region",287
"Trumbull",2013,900177200,"IFSP Receiving Services","Percent","Birth to Three Indicators",91.43,"Southwest Region",287
"Trumbull",2013,900177200,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",92.11,"Southwest Region",287
"Trumbull",2013,900177200,"Individual Family Service Plans","Percent","Birth to Three Indicators",12.2,"Southwest Region",287
"Trumbull",2013,900177200,"Total Served","Percent","Birth to Three Indicators",11.15,"Southwest Region",287
"Trumbull",2013,900177200,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",8.71,"Southwest Region",287
"Trumbull",2013,900177200,"Individual Family Service Plans","Number","Birth to Three Indicators",35,"Southwest Region",287
"Union",2013,901377830,"Total Eligible","Number","Birth to Three Indicators",2,"Eastern Region",6
"Union",2013,901377830,"Total Eligible","Percent","Birth to Three Indicators",33.33,"Eastern Region",6
"Union",2013,901377830,"Individual Family Service Plans","Percent","Birth to Three Indicators",33.33,"Eastern Region",6
"Union",2013,901377830,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",16.67,"Eastern Region",6
"Union",2013,901377830,"IFSP Receiving Services","Percent","Birth to Three Indicators",100,"Eastern Region",6
"Union",2013,901377830,"Evaluations","Number","Birth to Three Indicators",2,"Eastern Region",6
"Union",2013,901377830,"Total Served","Number","Birth to Three Indicators",2,"Eastern Region",6
"Union",2013,901377830,"Evaluations","Percent","Birth to Three Indicators",33.33,"Eastern Region",6
"Union",2013,901377830,"Individual Family Service Plans","Number","Birth to Three Indicators",2,"Eastern Region",6
"Union",2013,901377830,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",1,"Eastern Region",6
"Union",2013,901377830,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",50,"Eastern Region",6
"Union",2013,901377830,"Referrals","Percent","Birth to Three Indicators",33.33,"Eastern Region",6
"Union",2013,901377830,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Eastern Region",6
"Union",2013,901377830,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Eastern Region",6
"Union",2013,901377830,"Total Served","Percent","Birth to Three Indicators",33.33,"Eastern Region",6
"Union",2013,901377830,"Evaluated that are Eligible","Percent","Birth to Three Indicators",100,"Eastern Region",6
"Union",2013,901377830,"Referrals","Number","Birth to Three Indicators",2,"Eastern Region",6
"Vernon",2013,901378250,"Total Eligible","Percent","Birth to Three Indicators",14.89,"North Central Region",329
"Vernon",2013,901378250,"Individual Family Service Plans","Percent","Birth to Three Indicators",13.98,"North Central Region",329
"Vernon",2013,901378250,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",93.88,"North Central Region",329
"Vernon",2013,901378250,"Individual Family Service Plans","Number","Birth to Three Indicators",46,"North Central Region",329
"Vernon",2013,901378250,"Evaluations","Number","Birth to Three Indicators",69,"North Central Region",329
"Vernon",2013,901378250,"Evaluated that are Eligible","Percent","Birth to Three Indicators",71.01,"North Central Region",329
"Vernon",2013,901378250,"Total Eligible","Number","Birth to Three Indicators",49,"North Central Region",329
"Vernon",2013,901378250,"IFSP Receiving Services","Percent","Birth to Three Indicators",97.83,"North Central Region",329
"Vernon",2013,901378250,"Referrals","Percent","Birth to Three Indicators",21.58,"North Central Region",329
"Vernon",2013,901378250,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",61.22,"North Central Region",329
"Vernon",2013,901378250,"Total Served","Number","Birth to Three Indicators",45,"North Central Region",329
"Vernon",2013,901378250,"Evaluations","Percent","Birth to Three Indicators",20.97,"North Central Region",329
"Vernon",2013,901378250,"Referrals","Number","Birth to Three Indicators",71,"North Central Region",329
"Vernon",2013,901378250,"Total Served","Percent","Birth to Three Indicators",13.68,"North Central Region",329
"Vernon",2013,901378250,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",9.12,"North Central Region",329
"Vernon",2013,901378250,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",30,"North Central Region",329
"Vernon",2013,901378250,"Referred that are Evaluated","Percent","Birth to Three Indicators",97.18,"North Central Region",329
"Voluntown",2013,901178600,"Referrals","Percent","Birth to Three Indicators",17.65,"Eastern Region",17
"Voluntown",2013,901178600,"Total Served","Number","Birth to Three Indicators",2,"Eastern Region",17
"Voluntown",2013,901178600,"Total Served","Percent","Birth to Three Indicators",11.76,"Eastern Region",17
"Voluntown",2013,901178600,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",100,"Eastern Region",17
"Voluntown",2013,901178600,"Individual Family Service Plans","Percent","Birth to Three Indicators",17.65,"Eastern Region",17
"Voluntown",2013,901178600,"IFSP Receiving Services","Percent","Birth to Three Indicators",66.67,"Eastern Region",17
"Voluntown",2013,901178600,"Total Eligible","Percent","Birth to Three Indicators",17.65,"Eastern Region",17
"Voluntown",2013,901178600,"Evaluated that are Eligible","Percent","Birth to Three Indicators",100,"Eastern Region",17
"Voluntown",2013,901178600,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",11.76,"Eastern Region",17
"Voluntown",2013,901178600,"Total Eligible","Number","Birth to Three Indicators",3,"Eastern Region",17
"Voluntown",2013,901178600,"Referrals","Number","Birth to Three Indicators",3,"Eastern Region",17
"Voluntown",2013,901178600,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",66.67,"Eastern Region",17
"Voluntown",2013,901178600,"Evaluations","Number","Birth to Three Indicators",3,"Eastern Region",17
"Voluntown",2013,901178600,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",2,"Eastern Region",17
"Voluntown",2013,901178600,"Evaluations","Percent","Birth to Three Indicators",17.65,"Eastern Region",17
"Voluntown",2013,901178600,"Individual Family Service Plans","Number","Birth to Three Indicators",3,"Eastern Region",17
"Voluntown",2013,901178600,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Eastern Region",17
"Wallingford",2013,900978740,"Referrals","Number","Birth to Three Indicators",76,"Central Region",388
"Wallingford",2013,900978740,"Total Eligible","Percent","Birth to Three Indicators",11.34,"Central Region",388
"Wallingford",2013,900978740,"Individual Family Service Plans","Percent","Birth to Three Indicators",10.57,"Central Region",388
"Wallingford",2013,900978740,"Total Served","Number","Birth to Three Indicators",38,"Central Region",388
"Wallingford",2013,900978740,"Total Eligible","Number","Birth to Three Indicators",44,"Central Region",388
"Wallingford",2013,900978740,"IFSP Receiving Services","Percent","Birth to Three Indicators",92.68,"Central Region",388
"Wallingford",2013,900978740,"Individual Family Service Plans","Number","Birth to Three Indicators",41,"Central Region",388
"Wallingford",2013,900978740,"Referrals","Percent","Birth to Three Indicators",19.59,"Central Region",388
"Wallingford",2013,900978740,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",4.12,"Central Region",388
"Wallingford",2013,900978740,"Total Served","Percent","Birth to Three Indicators",9.79,"Central Region",388
"Wallingford",2013,900978740,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",16,"Central Region",388
"Wallingford",2013,900978740,"Evaluations","Percent","Birth to Three Indicators",19.33,"Central Region",388
"Wallingford",2013,900978740,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",36.36,"Central Region",388
"Wallingford",2013,900978740,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",93.18,"Central Region",388
"Wallingford",2013,900978740,"Referred that are Evaluated","Percent","Birth to Three Indicators",98.68,"Central Region",388
"Wallingford",2013,900978740,"Evaluations","Number","Birth to Three Indicators",75,"Central Region",388
"Wallingford",2013,900978740,"Evaluated that are Eligible","Percent","Birth to Three Indicators",58.67,"Central Region",388
"Warren",2013,900579510,"Evaluations","Percent","Birth to Three Indicators",20,"Western Region",5
"Warren",2013,900579510,"IFSP Receiving Services","Percent","Birth to Three Indicators",0,"Western Region",5
"Warren",2013,900579510,"Individual Family Service Plans","Number","Birth to Three Indicators",0,"Western Region",5
"Warren",2013,900579510,"Total Served","Percent","Birth to Three Indicators",0,"Western Region",5
"Warren",2013,900579510,"Referrals","Percent","Birth to Three Indicators",20,"Western Region",5
"Warren",2013,900579510,"Exited to Early Childhood Special Education","Percent","Birth to Three Indicators",0,"Western Region",5
"Warren",2013,900579510,"Referred that are Evaluated","Percent","Birth to Three Indicators",100,"Western Region",5
"Warren",2013,900579510,"Total Eligible","Number","Birth to Three Indicators",0,"Western Region",5
"Warren",2013,900579510,"Total Served","Number","Birth to Three Indicators",0,"Western Region",5
"Warren",2013,900579510,"Total Eligible","Percent","Birth to Three Indicators",0,"Western Region",5
"Warren",2013,900579510,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",0,"Western Region",5
"Warren",2013,900579510,"Evaluations","Number","Birth to Three Indicators",1,"Western Region",5
"Warren",2013,900579510,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",0,"Western Region",5
"Warren",2013,900579510,"Referrals","Number","Birth to Three Indicators",1,"Western Region",5
"Warren",2013,900579510,"Individual Family Service Plans","Percent","Birth to Three Indicators",0,"Western Region",5
"Warren",2013,900579510,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region",5
"Warren",2013,900579510,"Evaluated that are Eligible","Percent","Birth to Three Indicators",0,"Western Region",5
"Washington",2013,900579720,"Eligible that Exit to ECSE","Percent","Birth to Three Indicators",0,"Western Region",19
"Washington",2013,900579720,"Referrals","Percent","Birth to Three Indicators",5.26,"Western Region",19
"Washington",2013,900579720,"Evaluations","Percent","Birth to Three Indicators",5.26,"Western Region",19
"Washington",2013,900579720,"Total Eligible","Number","Birth to Three Indicators",0,"Western Region",19
"Washington",2013,900579720,"Exited to Early Childhood Special Education","Number","Birth to Three Indicators",0,"Western Region",19
"Washington",2013,900579720,"Eligible that Recieve IFSP","Percent","Birth to Three Indicators",0,"Western Region",19
"Washington",2013,900579720,"Total Served","Number","Birth to Three Indicators",0,"Western Region",19
"Washington",2013,900579720,"Referrals","Number","Birth to Three Indicators",1,"Western Region",19
"Washington",2013,900579720,"Total Served","Percent","Birth to Three Indicators",0,"Western Region",19
